Unnamed: 0,space,seed,hier_ratio,hier_pval,dataset,feature,n_subjects,source_file,n_subjects_plot,n_subjects_label,num_classes
4,Raw,1,2.0558931253814183,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
5,Trait_LDA,1,2.661486790014581,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
6,State_LDA,1,1.4190680424783737,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
7,Joint_LDA,1,1.8848872481856485,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
8,Raw,2,2.326835581855661,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
9,Trait_LDA,2,3.617092726321469,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
10,State_LDA,2,0.5582501970709446,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
11,Joint_LDA,2,2.407812525743008,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
12,Raw,3,1.885813218076198,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
13,Trait_LDA,3,3.652069180541495,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
14,State_LDA,3,0.913321522740463,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
15,Joint_LDA,3,2.186350366626159,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
16,Raw,4,1.7740032766241656,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
17,Trait_LDA,4,3.2393818171492312,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
18,State_LDA,4,0.5637277436212331,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
19,Joint_LDA,4,2.5990137489522893,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
20,Raw,5,1.4567951859705703,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
21,Trait_LDA,5,1.555143364509744,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
22,State_LDA,5,1.1437375611106089,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
23,Joint_LDA,5,1.4033587940776493,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
24,Raw,6,2.112893070375016,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
25,Trait_LDA,6,3.13215955005746,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
26,State_LDA,6,1.5083712472011848,0.131,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
27,Joint_LDA,6,2.431328593404898,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
28,Raw,7,2.5347598695760163,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
29,Trait_LDA,7,3.2033862136483453,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
30,State_LDA,7,0.9384926314352632,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
31,Joint_LDA,7,2.492593758589401,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
32,Raw,8,1.7487828123533704,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
33,Trait_LDA,8,2.0936841103122465,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
34,State_LDA,8,0.7938823344083733,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
35,Joint_LDA,8,1.523900666179211,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
36,Raw,9,1.4400250450455914,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
37,Trait_LDA,9,1.5669629961001257,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
38,State_LDA,9,1.5032130135653443,0.019,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
39,Joint_LDA,9,1.4805800009527446,0.0,lemon,psd,10,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n10_2classes.csv,10.0,10,2
0,Raw,0,1.7977903012690948,0.0,lemon,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_nall_2classes.csv,156.0,all (156),2
1,Trait_LDA,0,2.42514554688819,0.0,lemon,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_nall_2classes.csv,156.0,all (156),2
2,State_LDA,0,1.133147561808412,0.0,lemon,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_nall_2classes.csv,156.0,all (156),2
3,Joint_LDA,0,2.04565834312096,0.0,lemon,psd,all,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_nall_2classes.csv,156.0,all (156),2
0,Raw,0,7.4862676443242,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
1,Trait_LDA,0,69.4253425258415,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
2,State_LDA,0,2.060561631891288,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
3,Joint_LDA,0,4.200450579552237,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
4,Raw,1,3.8986376458713896,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
5,Trait_LDA,1,3.625290265137708,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
6,State_LDA,1,6.526552318128725,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
7,Joint_LDA,1,5.571395409528669,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
8,Raw,2,7.309325272902447,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
9,Trait_LDA,2,13.09549945927492,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
10,State_LDA,2,23.86629284211224,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
11,Joint_LDA,2,12.407560282035242,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
12,Raw,3,4.490340922715472,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
13,Trait_LDA,3,3.709802616645901,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
14,State_LDA,3,4.340750038598034,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
15,Joint_LDA,3,3.7924346515806535,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
16,Raw,4,4.274254098459059,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
17,Trait_LDA,4,3.8989882135633,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
18,State_LDA,4,1.0,0.203,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
19,Joint_LDA,4,4.069689132737246,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
20,Raw,5,0.9412081421526562,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
21,Trait_LDA,5,1.0,0.032,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
22,State_LDA,5,0.4790855834963275,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
23,Joint_LDA,5,0.7715088960175207,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
24,Raw,6,2.2897321258848207,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
25,Trait_LDA,6,0.6425195518696051,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
26,State_LDA,6,0.9520632733232288,0.007,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
27,Joint_LDA,6,1.9966335825513333,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
28,Raw,7,1.1373771666957284,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
29,Trait_LDA,7,1.0,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
30,State_LDA,7,0.628526996178935,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
31,Joint_LDA,7,0.7223914292219247,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
32,Raw,8,2.938585623396168,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
33,Trait_LDA,8,10.244727599337155,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
34,State_LDA,8,1.5625034370758906,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
35,Joint_LDA,8,2.5592608797313297,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
36,Raw,9,7.497210864354822,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
37,Trait_LDA,9,11.16918993714014,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
38,State_LDA,9,1.0,0.005,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
39,Joint_LDA,9,4.162787357868358,0.0,lemon,psd,4,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n4_2classes.csv,4.0,4,2
0,Raw,0,1.6590482215983984,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
1,Trait_LDA,0,2.307529243648553,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
2,State_LDA,0,1.209466544802784,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
3,Joint_LDA,0,2.0046375295446133,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
4,Raw,1,2.3240983185188075,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
5,Trait_LDA,1,2.6240362576538114,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
6,State_LDA,1,1.0369769788502352,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
7,Joint_LDA,1,2.702663397351818,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
8,Raw,2,1.5966216688191972,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
9,Trait_LDA,2,1.8518021674329397,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
10,State_LDA,2,1.276263228634247,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
11,Joint_LDA,2,1.6952694049919028,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
12,Raw,3,2.1063232177287285,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
13,Trait_LDA,3,2.1627815127162986,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
14,State_LDA,3,0.9490706594292988,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
15,Joint_LDA,3,2.070766445525966,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
16,Raw,4,1.94373400357794,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
17,Trait_LDA,4,2.4756000035181307,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
18,State_LDA,4,1.1841770026992788,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
19,Joint_LDA,4,2.359035137826146,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
20,Raw,5,2.00399309281436,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
21,Trait_LDA,5,2.5576557032093903,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
22,State_LDA,5,0.8523567849322286,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
23,Joint_LDA,5,2.1392798548941574,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
24,Raw,6,1.9036213116238696,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
25,Trait_LDA,6,2.4794724363823883,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
26,State_LDA,6,1.430362077119517,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
27,Joint_LDA,6,2.463695922793927,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
28,Raw,7,1.2054911221385758,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
29,Trait_LDA,7,1.350317211410838,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
30,State_LDA,7,0.8292961165199437,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
31,Joint_LDA,7,1.179283697702477,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
32,Raw,8,1.335690484194732,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
33,Trait_LDA,8,1.6494461429361105,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
34,State_LDA,8,1.168046760329944,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
35,Joint_LDA,8,1.5660908813025989,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
36,Raw,9,1.5538558897314267,0.0,lemon,psd,20,/home1/amadapur/projects/eeg_trait_state_geometry/results/lemon/psd/hierarchy/hierarchy_results_n20_2classes.csv,20.0,20,2
